"Chapter","Verse","Version","Script" 
"10","23","05B","[καί@cc στρέφω@vpapnms πρός@pa ὁ@damp μαθητής@nampc () λέγω@viaa3s] μακάριος@annmpn ὁ@dnmp ὀφθαλμός@nnmpc ὁ@dnmp βλέπω@vppanmp ὅς@rranp βλέπω@vipa2p" 
"10","24","05B","λέγω@vipa1s γάρ@cc σύ@rpd-p ὅτι@cs προφήτης@nnmpc οὐ@b ὁράω@viaa3p ὅς@rranp σύ@rpn-p βλέπω@vipa2p ()" 
"10","25","05B","() νομικός@annmsn τὶς@ainmsn ἀνίστημι@viaa3s ἐκπειράζω@vppanms αὐτός@rpams λέγω@vppanms τίς@rqans ποιέω@vpaanms ζωή@nafsc κληρονομέω@vifa1s" 
"10","26","05B","ὁ@dnms δέ@cc λέγω@viaa3s ὁ@ddms νομικός@andmsn ἐν@pd ὁ@ddns νόμος@ndmsc τίς@rqnns γράφω@vixp3s" 
"10","27","05B","() ἀγαπάω@vifa2s κύριος@namsc ὁ@dams θεός@namsc σύ@rpg-s ἐκ@pg ὅλος@angfsn ὁ@dgfs καρδία@ngfsc σύ@rpg-s καί@cc ἐκ@pg ὅλος@angfsn ὁ@dgfs ψυχή@ngfsc σύ@rpg-s καί@cc ἐν@pd ὅλος@andfsn ὁ@ddfs ἰσχύς@ndfsc ()" 
"10","28","05B","λέγω@viaa3s δέ@cc αὐτός@rpdms ὀρθῶς@b λέγω@viaa2s οὗτος@rdans ποιέω@vdpa2s καί@cc ζάω@vifm2s" 
"11","01","05B","() ἐν@pd ὁ@ddns εἰμί@vnpa αὐτός@rpams ἐν@pd τόπος@ndmsc τὶς@aidmsn προσεύχομαι@vppmams [ὡς@cs παύω@viam3s] λέγω@viaa3s τὶς@rinms ὁ@dgmp μαθητής@ngmpc αὐτός@rpgms πρός@pa αὐτός@rpams κύριος@nvmsc διδάσκω@vdaa2s ἐγώ@rpa-p προσεύχομαι@vnpm καθώς@cs καί@b Ἰωάννης@nnmsp διδάσκω@viaa3s ὁ@damp μαθητής@nampc αὐτός@rpgms" 
"11","02","05B","[λέγω@viaa3s δέ@cc αὐτός@rpdmp ὅταν@cs προσεύχομαι@vspm2p λέγω@vdpa2p] πατήρ@nvmsc ἔρχομαι@vdaa3s ὁ@dnns ἅγιος@annnsn πνεῦμα@nnnsc [σύ@rpg-s] ἐπί@pa ἐγώ@rpa-p () ἔρχομαι@vdaa3s ὁ@dnfs βασιλεία@nnfsc [σύ@rpg-s]" 
"11","03","05B","ὁ@dams ἄρτος@namsc σύ@rpg-s ὁ@dams ἐπιούσιος@anamsn δίδωμι@vdpa2s ἐγώ@rpd-p ὁ@dans κατά@pa ἡμέρα@nafsc" 
"11","04","05B","καί@cc ἀφίημι@vdaa2s ἐγώ@rpd-p ὁ@dafp ἁμαρτία@nafpc ἐγώ@rpg-p καί@cc μή@x ἀφίημι@vdaa2s ἐγώ@rpa-p εἰσφέρω@vnap εἰς@pa πειρασμός@namsc" 
"11","05","05B","καί@cc λέγω@viaa3s τίς@rqnms ἐκ@pg σύ@rpg-p ἔχω@vifa3s φίλος@anamsn καί@cc πορεύομαι@vifm3s πρός@pa αὐτός@rpams μεσονύκτιον@ngnsc αἰτέω@vppanms τρεῖς@acampn ἄρτος@nampc" 
"11","06","05B","()" 
"11","07","05B","[καί@cc ἐκεῖνος@adnmsn ἔσωθεν@b ἀποκρίνομαι@vpapnms λέγω@vsaa3s] ὁ@dnnp παιδίον@nnnpc [ἐγώ@rpg-s] μετά@pg ἐγώ@rpgms εἰς@pa ὁ@dafs κοίτη@nafsc εἰμί@vipa3p ()" 
"11","08","05B","() εἰ@cs καί@cc οὐ@b δίδωμι@vifa3s αὐτός@rpdms ἀνίστημι@vpaanms διά@pa ὁ@dans εἰμί@vnpa φίλος@anamsn αὐτός@rpgms διά@pa γέ@x ὁ@dafs ἀναίδεια@nafsc αὐτός@rpgms ἐγείρω@vpapnms δίδωμι@vifa3s αὐτός@rpdms ὅσος@rrans χρῄζω@vipa3s" 
"11","09","05B","[καί@cc ἐγώ@rpn-s σύ@rpd-p λέγω@vipa1s] αἰτέω@vdpa2p καί@cc δίδωμι@vifp3s σύ@rpd-p ζητέω@vdpa2p καί@cc εὑρίσκω@vifa2p κρούω@vdpa2p καί@cc ἀνοίγω@vifp3s σύ@rpd-p" 
"11","11","05B","τίς@aqamsn γάρ@cc ἐκ@pg σύ@rpg-p ὁ@dams πατήρ@namsc υἱός@nnmsc αἰτέω@vifa3s ἰχθύς@namsc καί@cc ἀντί@pg ἰχθύς@ngmsc ὄφις@namsc ἐπιδίδωμι@vifa3s αὐτός@rpdms" 
"11","12","05B","ἤ@cc ἀντί@pg ᾠόν@ngnsc σκορπίος@namsc" 
"11","13","05B","εἰ@cs οὖν@cc σύ@rpn-p πονηρός@annmpn οἶδα@vixa2p δόμα@nanpc ἀγαθός@ananpn δίδωμι@vnpa ὁ@ddnp τέκνον@ndnpc σύ@rpg-p πόσος@aqdnsn μᾶλλον@b ὁ@dnms πατήρ@nnmsc σύ@rpg-p ὁ@dnms ἐπουράνιος@annmsn δίδωμι@vifa3s πνεῦμα@nansc ἅγιος@anansn ()" 
"11","14","05B","καί@cc εἰμί@viia3s ἐκβάλλω@vppanms δαιμόνιον@nansc κωφός@annnsn γίνομαι@viam3s δέ@cc ὁ@dgns δαιμόνιον@ngnsc ἐξέρχομαι@vpaagns λαλέω@viaa3s ὁ@dnms κωφός@annmsn ()" 
"11","15","05B","τὶς@rinmp δέ@cc ἐκ@pg αὐτός@rpgmp λέγω@viaa3p ἐν@pd Βεελζεβούλ@ndmsp ἐκβάλλω@vipa3s ὁ@danp δαιμόνιον@nanpc ()" 
"11","17","05B","αὐτός@rtnms δέ@cc λέγω@viaa3s αὐτός@rpdmp ()" 
"11","18","05B","() εἰ@cs δέ@cc καί@b ὁ@dnms σατανᾶς@nnmsp ἐπί@pa ἑαυτοῦ@rxams διαμερίζω@viap3s πῶς@b ἵστημι@vifp3s ὁ@dnfs βασιλεία@nnfsc αὐτός@rpgms ()" 
"11","19","05B","εἰ@cs δέ@cc ἐγώ@rpn-s ἐν@pd Βεελζεβούλ@ndmsp ἐκβάλλω@vipa1s ὁ@danp δαιμόνιον@nanpc ὁ@dnmp υἱός@nnmpc σύ@rpg-p ἐν@pd τίς@rqdms ἐκβάλλω@vipa3p" 
"11","20","05B","εἰ@cs δέ@cc ἐγώ@rpn-s ἐν@pd δάκτυλος@ndmsc θεός@ngmsc ἐκβάλλω@vipa1s ὁ@danp δαιμόνιον@nanpc ἄρα@x φθάνω@viaa3s ἐπί@pa σύ@rpa-p ὁ@dnfs βασιλεία@nnfsc ὁ@dgms θεός@ngmsc" 
"11","21","05B","ὅταν@cs ὁ@dnms ἰσχυρός@annmsn καθοπλίζω@vpxpnms φυλάσσω@vspa3s ὁ@dafs ἑαυτοῦ@rxgms αὐλή@nafsc ἐν@pd εἰρήνη@ndfsc εἰμί@vipa3s ὁ@dnnp ὑπάρχω@vppannp αὐτός@rpgms" 
"11","22","05B","ἐάν@cs δέ@cc ἰσχυρός@annmsc ἐπέρχομαι@vpaanms νικάω@vsaa3s αὐτός@rpams ὁ@dafs πανοπλία@nafsc αὐτός@rpgms αἴρω@vipa3s ἐπί@pd ὅς@rrdfs πείθω@viya3s καί@cc ὁ@danp σκῦλον@nanpc αὐτός@rpgms διαδίδωμι@vipa3s" 
"11","27","05B","() γυνή@nnfsc τὶς@ainfsn ἐπαίρω@vpaanfs φωνή@nafsc ἐκ@pg ὁ@dgms ὄχλος@ngmsc λέγω@viaa3s αὐτός@rpdms μακάριος@annfsn ὁ@dnfs κοιλία@nnfsc ὁ@dnfs βαστάζω@vpaanfs σύ@rpa-s καί@cc μαστός@nnmpc ὅς@rramp θηλάζω@viaa2s" 
"11","28","05B","αὐτός@rtnms δέ@cc λέγω@viaa3s μενοῦν@x μακάριος@annmpn ὁ@dnmp ἀκούω@vppanmp ὁ@dams λόγος@namsc ὁ@dgms θεός@ngmsc καί@cc ποιέω@vppanmp" 
"11","29","05B","ὁ@dgmp δέ@cc ὄχλος@ngmpc ἐπαθροίζω@vpppgmp ἄρχω@viam3s λέγω@vnpa ὁ@dnfs γενεά@nnfsc οὗτος@rdnfs [γενεά@nnfsc πονηρός@annfsn εἰμί@vipa3s σημεῖον@nansc ζητέω@vipa3s καί@cc] σημεῖον@nansc οὐ@b δίδωμι@vifp3s αὐτός@rpdfs" 
"11","33","05B","οὐδείς@rinms λύχνος@namsc ἅπτω@vpaanms εἰς@pa κρύπτη@nafsc τίθημι@vipa3s () ἀλλά@cc ἐπί@pa ὁ@dafs λυχνία@nafsc ἵνα@cs πᾶς@aidmpn λάμπω@vspa3s" 
"11","37","05B","() ἐρωτάω@vipa3s αὐτός@rpams Φαρισαῖος@nnmsp ὅπως@cs ἀριστάω@vsaa3s παρά@pd αὐτός@rpdms ()" 
"11","38","05B","ὁ@dnms δέ@cc Φαρισαῖος@nnmsp ἄρχω@viam3s διακρίνω@vppmnms ἐν@pd ἑαυτοῦ@rxdms λέγω@vnpa διά@pa τίς@rqans οὐ@b πρῶτος@b βαπτίζω@viap3s πρό@pg ἀναπίπτω@viaa3s" 
"11","39","05B","λέγω@viaa3s δέ@cc ὁ@dnms Ἰησοῦς@nnmsp πρός@pa αὐτός@rpams νῦν@b σύ@rpn-p ὁ@dnmp Φαρισαῖος@nnmpp ὁ@dans ἔξωθεν@b ὁ@dgns ποτήριον@ngnsc καί@cc ὁ@dgms πίναξ@ngmsc καθαρίζω@vipa2p ὁ@dans δέ@cc ἔσωθεν@b σύ@rpg-p γέμω@vipa3s ἁρπαγή@ngfsc καί@cc πονηρία@ngfsc" 
"11","40","05B","οὐ@b ὁ@dnms ποιέω@vpaanms ὁ@dans ἔξωθεν@b καί@b ὁ@dans ἔσωθεν@b ποιέω@viaa3s" 
"11","41","05B","ὁ@danp ὑπάρχω@vppaanp δίδωμι@vdaa2p ἐλεημοσύνη@nafsc καί@cc πᾶς@ainnpn καθαρός@annnpn εἰμί@vifm3s σύ@rpd-p" 
"11","42","05B","ἀλλά@cc οὐαί@i σύ@rpd-p ὁ@ddmp Φαρισαῖος@ndmpp ὅτι@cs ἀποδεκατόω@vipa2p ὁ@dans ἡδύοσμον@nansc καί@cc ὁ@dans πήγανον@nansc καί@cc πᾶς@aiansn λάχανον@nansc καί@cc παρέρχομαι@vipm2p ὁ@dafs κλῆσις@nafsc καί@cc ὁ@dafs ἀγάπη@nafsc ὁ@dgms θεός@ngmsc" 
"11","43","05B","οὐαί@i σύ@rpd-p ὁ@ddmp Φαρισαῖος@ndmpp ὅτι@cs ἀγαπάω@vipa2p ὁ@dafs πρωτοκαθεδρία@nafsc ἐν@pd ὁ@ddfp συναγωγή@ndfpc καί@cc ὁ@damp ἀσπασμός@nampc ἐν@pd ὁ@ddfp ἀγορά@ndfpc" 
"11","46","05B","ὁ@dnms δέ@cc λέγω@viaa3s καί@b σύ@rpd-p οὐαί@i ὁ@ddmp νομικός@andmpn ὅτι@cs φορτίζω@vipa2p ὁ@damp ἄνθρωπος@nampc φορτίον@nanpc δυσβάστακτος@ananpn καί@cc αὐτός@rtnmp εἷς@acdmsn ὁ@dgmp δάκτυλος@ngmpc οὐ@b προσψαύω@vipa2p" 
"11","47","05B","οὐαί@i σύ@rpd-p ὅτι@cs οἰκοδομέω@vipa2p ὁ@danp μνῆμα@nanpc ὁ@dgmp προφήτης@ngmpc καί@cc ὁ@dnmp πατήρ@nnmpc σύ@rpg-p ἀποκτείνω@viaa3p αὐτός@rpamp" 
"11","48","05B","μαρτυρέω@vipa2p μή@x συνευδοκέω@vipa2p ὁ@ddnp ἔργον@ndnpc ὁ@dgmp πατήρ@ngmpc σύ@rpg-p ὅτι@cs αὐτός@rtnmp μέν@x ἀποκτείνω@viaa3p αὐτός@rpamp σύ@rpn-p δέ@cc οἰκοδομέω@vipa2p" 
"11","52","05B","οὐαί@i σύ@rpd-p ὁ@ddmp νομικός@andmpn ὅτι@cs αἴρω@viaa2p ὁ@dafs κλείς@nafsc ὁ@dgfs γνῶσις@ngfsc αὐτός@rtnmp οὐ@b εἰσέρχομαι@viaa2p καί@cc ὁ@damp εἰσέρχομαι@vppmamp κωλύω@viaa2p" 
"12","01","05B","() ἄρχω@viam3s λέγω@vnpa πρός@pa ὁ@damp μαθητής@nampc προσέχω@vdpa2p ἀπό@pg ὁ@dgfs ζύμη@ngfsc ὁ@dgmp Φαρισαῖος@ngmpp ὅστις@rrnfs εἰμί@vipa3s ὑπόκρισις@nnfsc" 
"12","02","05B","οὐδείς@rinns δέ@cc συγκαλύπτω@vpxpnns ὅς@rrnns οὐ@b φανερόω@vifp3s καί@cc οὐδείς@rinns κρυπτός@annnsn ὅς@rrnns οὐ@b γινώσκω@vifp3s" 
"12","03","05B","ἀντί@pg ὅς@rrgnp ὅσος@rranp ἐν@pd ὁ@ddfs σκοτία@ndfsc λέγω@viaa2p ἐν@pd ὁ@ddns φῶς@ndnsc ἀκούω@vifp3s καί@cc ὅς@rrans πρός@pa ὁ@dans οὖς@nansc λαλέω@viaa2p ἐν@pd ὁ@ddnp ταμεῖον@ndnpc κηρύσσω@vifp3s ἐπί@pg ὁ@dgnp δῶμα@ngnpc" 
"12","04","05B","λέγω@vipa1s ὁ@ddmp φίλος@andmpn ἐγώ@rpg-s μή@x φοβέω@vsap2p ἀπό@pg ὁ@dgmp ἀποκτείνω@vppagmp ὁ@dans σῶμα@nansc καί@cc μετά@pa οὗτος@rdanp μηδείς@aiafsn εἰς@pa σύ@rpa-p ἔχω@vppagmp ἐξουσία@nafsc" 
"12","05","05B","ὑποδείκνυμι@vifa1s δέ@cc σύ@rpd-p τίς@rqams φοβέω@vsap2p φοβέω@vdap2p δέ@cc ὁ@dams μετά@pa ὁ@dans ἀποκτείνω@vnaa ἔχω@vppaams ἐξουσία@nafsc βάλλω@vnaa εἰς@pa γέεννα@nafsc ναί@x λέγω@vipa1s σύ@rpd-p οὗτος@rdams φοβέω@vdap2p" 
"12","08","05B","λέγω@vipa1s δέ@cc σύ@rpd-p πᾶς@ainmsn ὅς@rrnms ἄν@x ὁμολογέω@vsaa3s ἐν@pd ἐγώ@rpd-s ἐνώπιον@pg ὁ@dgmp ἄνθρωπος@ngmpc καί@b ὁμολογέω@vifa3s ἐν@pd αὐτός@rpdms ἐνώπιον@pg ὁ@dgms θεός@ngmsc" 
"12","09","05B","[καί@cc] ὅς@rrnms ἄν@x ἀρνέομαι@vsam3s ἐγώ@rpa-s ἐνώπιον@pg ὁ@dgmp ἄνθρωπος@ngmpc ἀπαρνέομαι@vifp3s ἐνώπιον@pg ὁ@dgms θεός@ngmsc" 
"12","10","05B","καί@cc ὅς@rrnms ἄν@x λέγω@vsaa3s εἰς@pa ὁ@dams υἱός@namsc ὁ@dgms ἄνθρωπος@ngmsc ἀφίημι@vifp3s αὐτός@rpdms ὁ@ddms δέ@cc ἄν@x λέγω@vsaa3s εἰς@pa ὁ@dans ἅγιος@anansn πνεῦμα@nansc οὐ@b ἀφίημι@vifp3s" 
"12","11","05B","ὅταν@cs δέ@cc εἰσφέρω@vspa3p σύ@rpa-p εἰς@pa [ὁ@dafp συναγωγή@nafpc καί@cc ὁ@dafp ἀρχή@nafpc καί@cc] ὁ@dafp ἐξουσία@nafpc μή@x προμεριμνάω@vdpa2p πῶς@b ἀπολογέομαι@vsam2p ἤ@cc τίς@rqans λέγω@vsaa2p" 
"12","12","05B","ὁ@dnns γάρ@cc ἅγιος@annnsn πνεῦμα@nnnsc διδάσκω@vifa3s σύ@rpa-p ἐν@pd αὐτός@atdfsn ὁ@ddfs ὥρα@ndfsc ὅς@rranp δεῖ@vipa3s λέγω@vnaa" 
"12","13","05B","() λέγω@viaa3s δέ@cc τὶς@rinms αὐτός@rpdms λέγω@vdaa2s ὁ@ddms ἀδελφός@ndmsc ἐγώ@rpg-s μερίζω@vnam μετά@pg ἐγώ@rpgms ὁ@dafs κληρονομία@nafsc" 
"12","14","05B","ὁ@dnms δέ@cc λέγω@viaa3s αὐτός@rpdms τίς@rqnms ἐγώ@rpa-s καθίστημι@viaa3s κριτής@namsc ἐπί@pa σύ@rpa-p" 
"12","16","05B","λέγω@viaa3s δέ@cc παραβολή@nafsc πρός@pa αὐτός@rpamp λέγω@vppanms ἄνθρωπος@ngmsc τὶς@aigmsn πλούσιος@angmsn εὐφορέω@viaa3s ὁ@dnfs χώρα@nnfsc" 
"12","17","05B","καί@cc διαλογίζομαι@viim3s ἐν@pd ἑαυτοῦ@rxdms λέγω@vppanms" 
"12","18","05B","()" 
"12","19","05B","() ἔχω@vipa2s πολύς@ananpn ἀγαθός@ananpn εὐφραίνω@vdpp2s" 
"12","20","05B","λέγω@viaa3s δέ@cc αὐτός@rpdms ὁ@dnms θεός@nnmsc ἄφρων@anvmsn οὗτος@rddfs ὁ@ddfs νύξ@ndfsc ὁ@dafs ψυχή@nafsc σύ@rpg-s ἀπαιτέω@vipa3p ὅς@rranp δέ@cc ἑτοιμάζω@viaa2s τίς@rqdms εἰμί@vifm3s" 
"12","22","05B","() λέγω@vipa1s σύ@rpd-p μή@x μεριμνάω@vdpa2p ὁ@ddfs ψυχή@ndfsc τίς@rqans ἐσθίω@vsaa2p μηδέ@x ὁ@ddns σῶμα@ndnsc τίς@rqans ἐνδύω@vsam2p" 
"12","23","05B","ὁ@dnfs γάρ@cc ψυχή@nnfsc πολύς@anansc εἰμί@vipa3s ὁ@dgfs τροφή@ngfsc καί@cc ὁ@dnns σῶμα@nnnsc ὁ@dgns ἔνδυμα@ngnsc" 
"12","24","05B","κατανοέω@vdaa2p ὁ@damp κόραξ@nampc ὅτι@cs οὔτε@b σπείρω@vipa3p οὔτε@b θερίζω@vipa3p οὔτε@b συνάγω@vipa3p εἰς@pa ἀποθήκη@nafpc καί@cc ὁ@dnms θεός@nnmsc τρέφω@vipa3s αὐτός@rpanp πόσος@aqdnsn μᾶλλον@b σύ@rpn-p διαφέρω@vipa2p ὁ@dgnp πετεινός@ngnpc" 
"12","27","05B","κατανοέω@vdaa2p ὁ@danp κρίνον@nanpc πῶς@b οὔτε@b ὑφαίνω@vipa3s οὔτε@b νήθω@vipa3s λέγω@vipa1s δέ@cc σύ@rpd-p ὅτι@cs οὐδέ@b Σολομών@nnmsp ἐν@pd πᾶς@aidfsn ὁ@ddfs δόξα@ndfsc αὐτός@rpgms περιβάλλω@viam3s ὡς@cs εἷς@acnnsn οὗτος@rdgnp" 
"12","28","05B","εἰ@cs δέ@cc ὁ@dams χόρτος@namsc ὁ@dnms θεός@nnmsc οὕτω@b ἀμφιέννυμι@vipa3s () πόσος@aqdnsn μᾶλλον@b σύ@rpa-p ὀλιγόπιστος@anvmpn" 
"12","29","05B","καί@cc σύ@rpn-p μή@x ζητέω@vdpa2p τίς@rqans ἐσθίω@vsaa2p ἤ@cc τίς@rqans πίνω@vsaa2p καί@cc μή@x μετεωρίζομαι@vdpp2p" 
"12","30","05B","οὗτος@rdanp γάρ@cc ὁ@dnnp ἔθνος@nnnpc ὁ@dgms κόσμος@ngmsc ἐπιζητέω@vipa3p σύ@rpg-p δέ@cc ὁ@dnms πατήρ@nnmsc οἶδα@vixa3s ὅτι@cs χρῄζω@vipa2p οὗτος@rdgnp" 
"12","31","05B","πλήν@cc ζητέω@vdpa2p δέ@cc ὁ@dafs βασιλεία@nafsc ὁ@dgms θεός@ngmsc καί@cc οὗτος@rdanp πᾶς@aianpn προστίθημι@vifp3s σύ@rpd-p" 
"12","32","05B","μή@x φοβέω@vdpm2s ὁ@dnns μικρός@annnsn ποίμνιον@nnnsc ὅτι@cs εὐδοκέω@viaa3s ὁ@dnms πατήρ@nnmsc δίδωμι@vnaa σύ@rpd-p ὁ@dafs βασιλεία@nafsc" 
"12","35","05B","εἰμί@vdpa3s σύ@rpg-p ὁ@dnfs ὀσφύς@nnfsc περιζώννυμι@vpxpnfs καί@cc ὁ@dnmp λύχνος@nnmpc καίω@vpppnmp" 
"12","36","05B","[καί@cc σύ@rpn-p ὅμοιος@annmpn ἄνθρωπος@ndmpc προσδέχομαι@vppmdmp ὁ@dams κύριος@namsc ἑαυτοῦ@rxgmp] πότε@b ἀναλύω@vsaa3s ἐκ@pg ὁ@dgmp γάμος@ngmpc" 
"12","37","05B","[μακάριος@annmpn] ὁ@dnmp δοῦλος@nnmpc [ἐκεῖνος@rdnmp ὅς@rramp ἔρχομαι@vpaanms ὁ@dnms κύριος@nnmsc εὑρίσκω@vifa3s γρηγορέω@vppaamp ()]" 
"12","38","05B","καί@cc ἐάν@cs ἔρχομαι@vsaa3s ὁ@ddfs ἑσπερινός@andfsn φυλακή@ndfsc καί@cc εὑρίσκω@vsaa3s οὕτω@b μακάριος@annmpn εἰμί@vipa3p" 
"12","39","05B","οὗτος@rdans δέ@cc γινώσκω@vipa2p ὅτι@cs εἰ@cs οἶδα@viya3s ὁ@dnms οἰκοδεσπότης@nnmsc ποῖος@aqdfsn ὥρα@ndfsc ὁ@dnms κλέπτης@nnmsc ἔρχομαι@vipm3s οὐ@b ἄν@x ἀφίημι@viaa3s διορύσσω@vnap ὁ@dams οἶκος@namsc αὐτός@rpgms" 
"12","40","05B","καί@b σύ@rpn-p γίνομαι@vdpm2p ἕτοιμος@annmpn ὅτι@cs ὅς@rrdfs ὥρα@ndfsc οὐ@b δοκέω@vipa2p ὁ@dnms υἱός@nnmsc ὁ@dgms ἄνθρωπος@ngmsc ἔρχομαι@vipm3s" 
"12","41","05B","λέγω@viaa3s δέ@cc ὁ@dnms Πέτρος@nnmsp πρός@pa ἐγώ@rpa-p λέγω@vipa2s ὁ@dafs παραβολή@nafsc οὗτος@rdafs ἤ@cc καί@b πρός@pa πᾶς@aiampn" 
"12","42","05B","καί@cc λέγω@viaa3s ὁ@dnms Ἰησοῦς@nnmsp τίς@aqnmsn ἄρα@x εἰμί@vipa3s ὁ@dnms πιστός@annmsn οἰκονόμος@nnmsc ὁ@dnms ἀγαθός@annmsn ὅς@rrams καθίστημι@vifa3s ὁ@dnms κύριος@nnmsc ἐπί@pg ὁ@dafs θεραπεία@nafsc αὐτός@rpgms δίδωμι@vnpa ἐν@pd καιρός@ndmsc ὁ@dans σιτομέτριον@nansc" 
"12","43","05B","μακάριος@annmsn ὁ@dnms δοῦλος@nnmsc ἐκεῖνος@rdnms ὅς@rrams ἔρχομαι@vpaanms ὁ@dnms κύριος@nnmsc αὐτός@rpgms εὑρίσκω@vifa3s ποιέω@vppaams οὕτω@b" 
"12","44","05B","[ἀμήν@t λέγω@vipa1s σύ@rpd-p ὅτι@cs] ἐπί@pd πᾶς@aidnpn ὁ@ddnp ὑπάρχω@vppadnp αὐτός@rpgms καθίστημι@vifa3s αὐτός@rpams" 
"12","45","05B","ἐάν@cs δέ@cc λέγω@vsaa3s ὁ@dnms δοῦλος@nnmsc ἐκεῖνος@rdnms ἐν@pd ὁ@ddfs καρδία@ndfsc αὐτός@rpgms χρονίζω@vipa3s ὁ@dnms κύριος@nnmsc ἐγώ@rpg-s ἔρχομαι@vnpm καί@cc ἄρχω@vsam3s τύπτω@vnpa ὁ@damp παῖς@nampc καί@cc ὁ@dafp παιδίσκη@nafpc ἐσθίω@vnpa τέ@cc καί@b πίνω@vnpa καί@cc μεθύσκω@vnpp" 
"12","46","05B","ἥκω@vifa3s ὁ@dnms κύριος@nnmsc ὁ@dgms δοῦλος@ngmsc ἐκεῖνος@rdgms ἐν@pd ἡμέρα@ndfsc ὅς@rrdfs οὐ@b προσδοκάω@vipa3s καί@cc ἐν@pd ὥρα@ndfsc ὅς@rrdfs οὐ@b γινώσκω@vipa3s καί@cc διχοτομέω@vifa3s αὐτός@rpams καί@cc ὁ@dans μέρος@nansc αὐτός@rpgms μετά@pg ὁ@dgmp ἄπιστος@angmpn τίθημι@vifa3s" 
"12","47","05B","ὁ@dnms γάρ@cc δοῦλος@nnmsc ὁ@dnms γινώσκω@vpaanms καί@cc μή@x ποιέω@vpaanms δέρω@vifp3s πολύς@ananpn" 
"12","48","05B","ὁ@dnms δέ@cc μή@x γινώσκω@vpaanms ποιέω@vpaanms δέ@cc ἄξιος@ananpn πληγή@ngfpc δέρω@vifp3s ὀλίγος@anafpn πᾶς@aidmsn δέ@cc ὅς@rrdms δίδωμι@viap3s πολύς@annnsn πολύς@annnsn ζητέω@vifp3s παρά@pg αὐτός@rpgms καί@cc ὅς@rrdms παρατίθημι@viam3p πολύς@anansn περισσός@anansc αἰτέω@vifa3p αὐτός@rpams" 
"12","49","05B","πῦρ@nansc ἔρχομαι@viaa1s βάλλω@vnaa ἐπί@pa ὁ@dafs γῆ@nafsc καί@cc θέλω@vipa1s εἰ@cs ἤδη@b ἀνάπτω@viap3s" 
"12","50","05B","βάπτισμα@nansc ἔχω@vipa1s βαπτίζω@vnap καί@cc τίς@rqans θέλω@vipa1s εἰ@cs ἤδη@b τελέω@vixa1s αὐτός@rpans ποτήριον@nansc ἔχω@vipa1s πίνω@vnaa καί@cc τίς@rqans θέλω@vipa1s εἰ@cs ἤδη@b πληρόω@vifa1s αὐτός@rpans" 
"12","51","05B","δοκέω@vipa2p ὅτι@cs εἰρήνη@nafsc παραγίνομαι@viam1s βάλλω@vnaa ἐν@pd ὁ@ddfs γῆ@ndfsc οὐχί@b λέγω@vipa1s σύ@rpd-p ἀλλά@cc διαμερισμός@namsc" 
"12","53","05B","διαμερίζω@vifp3p πατήρ@nnmsc ἐπί@pd υἱός@ndmsc καί@cc υἱός@nnmsc ἐπί@pd πατήρ@ndmsc μήτηρ@nnfsc ἐπί@pa θυγάτηρ@nafsc καί@cc θυγάτηρ@nnfsc ἐπί@pa μήτηρ@nafsc πενθερά@nnfsc ἐπί@pa ὁ@dafs νύμφη@nafsc καί@cc νύμφη@nnfsc ἐπί@pa ὁ@dafs πενθερά@nafsc" 
"12","56","05B","() ὑποκριτής@nvmpc ὁ@dans πρόσωπον@nansc ὁ@dgms οὐρανός@ngmsc καί@cc ὁ@dgfs γῆ@ngfsc δοκιμάζω@vipa2p ὁ@dams δέ@cc καιρός@namsc οὗτος@rdams οὐ@b δοκιμάζω@vipa2p" 
"12","57","05B","καί@b ὁ@dans δίκαιος@anansn οὐ@b ἀπό@pg ἑαυτοῦ@rxgmp κρίνω@vipa2p" 
"12","58","05B","[ὡς@cs γάρ@cc ὑπάγω@vipa2s μετά@pg ὁ@dgms ἀντίδικος@ngmsc σύ@rpg-s ἐπί@pa ἄρχων@namsc ἐν@pd ὁ@ddfs ὁδός@ndfsc δίδωμι@vdaa2s ἐργασία@nafsc ἀπαλλάσσω@vnxp ἀπό@pg αὐτός@rpgms] μήποτε@cs κατασύρω@vspa3s σύ@rpa-s πρός@pa ὁ@dams κριτής@namsc καί@cc ὁ@dnms κριτής@nnmsc παραδίδωμι@vifa3s σύ@rpa-s ὁ@ddms πράκτωρ@ndmsc καί@cc ὁ@dnms πράκτωρ@nnmsc βάλλω@vifa3s σύ@rpa-s εἰς@pa φυλακή@nafsc" 
"12","59","05B","λέγω@vipa1s σύ@rpd-s οὐ@b μή@x ἐξέρχομαι@vsaa2s ἐκεῖθεν@b ἕως@cs καί@b ἀποδίδωμι@vsaa2s ὁ@dans ἔσχατος@anansn κοδράντης@namsc" 
"13","10","05B","() ἐν@pd ὁ@ddnp σάββατον@ndnpc" 
"13","11","05B","() [γυνή@nnfsc] ()" 
"13","12","05B","()" 
"13","13","05B","() [ἀνορθόω@viap3s] ()" 
"13","14","05B","ἀποκρίνομαι@vpapnms δέ@cc () ὅτι@cs ὁ@ddns σάββατον@ndnsc θεραπεύω@viaa3s ὁ@dnms Ἰησοῦς@nnmsp λέγω@viia3s () μή@x ὁ@ddfs ἡμέρα@ndfsc ὁ@dgns σάββατον@ngnsc" 
